Reading_Zhou	Reading_Baxter	Pinyin	Fanqie	Segments	Structure	Gloss	Guangyun_ID
s ɒ m ˥	tsrhim	! sēn / sǎn	桑感切	ʈʂʰ i m /¹	i n c t	tall (tree)	w350a0505
s ə k	sojH	! sài / sāi	蘇則切	s o j /³	i n c t	frontier	w542b0302
s ə k	sojH	! sài / sāi	蘇則切	s o j /³	i n c t	pass (n.)	w542b0302
s ə k	sok	! sè / sāi	蘇則切	s o k /⁴	i n c t	stop up, block (v.)	w542b0302
s əu ˥	suwX	sǒu	蘇后切	s u w /²	i n c t	old man	w347b0802
s əu ˥	tshawH	! cāo / sǒu	蘇后切	tsʰ a w /³	i n c t	(what is grasped:) principles	w347b1006
s əu ˥	tshawX	! cāo / sǒu	蘇后切	tsʰ a w /²	i n c t	grasp (v.)	w347b1006
s əu ˩˥	srjuwH	! shù / sòu	蘇奏切	ʂ j u w /³	i m n c t	wash	w451a0202
t i ei ˥	drij	! chí / dǐ	都禮切	ɖ i j /¹	i n c t	islet	w319a0204
t i ei ˥	tejX	dǐ	都禮切	t e j /²	i n c t	push away	w319a0205
t i ei ˥˩	tej	dī	都奚切	t e j /¹	i n c t	Western tribes	w140a0701
t i ei ˥˩	tejX	! dǐ / dī	都奚切	t e j /²	i n c t	bottom	w140a0701
t i ei ˩˥	tejH	dì	都計切	t e j /³	i n c t	God	w416b0904
t i ei ˩˥	trijH	! zhì / dì	都計切	ʈ i j /³	i n c t	slip (v.)	w417a0104
t i e k	dzyak	! sháo / de	都歷切	dʑ a k /⁴	i n c t	ladle (n.)	w538a0903
t i e k	syek	! shì / de	都歷切	ɕ e k /⁴	i n c t	go to	w538a0601
t i e k	syek	! shì / de	都歷切	ɕ e k /⁴	i n c t	scared	w538a0601
t i e k	tek	! diào / de	都歷切	t e k /⁴	i n c t	arrive	w538a0703
t i e k	tek	! dì / de	都歷切	t e k /⁴	i n c t	bright; mark in a target	w538a0504
t i e k	tek	! dí / de	都歷切	t e k /⁴	i n c t	hoof	w538a0705
t i e k	tek	! dí / de	都歷切	t e k /⁴	i n c t	son of principal wife	w538a0602
t i e k	tewH	! diào / de	都歷切	t e w /³	i n c t	grieved; condole	w538a0703
t i e k	tsyek	! shì / de	都歷切	tɕ e k /⁴	i n c t	go to	w538a0601
t i e m ˥	temH	! diàn / diǎn	多忝切	t e m /³	i n c t	black spot, flaw	w352a0906
t i e m ˥	temH	! diàn / diǎn	多忝切	t e m /³	i n c t	black spot, flaw	w352a1001
t i e m ˥	temX	! diàn / diǎn	多忝切	t e m /²	i n c t	black spot	w352a0906
t i e m ˥	temX	diǎn	多忝切	t e m /²	i n c t	black spot	w352a1001
t i e m ˩˥	temH	diàn	都念切	t e m /³	i n c t	descend	w453b0703
t i e m ˩˥	trjem	! zhān / diàn	都念切	ʈ j e m /¹	i m n c t	moisten	w453b0701
t i e n ˥	tenX	diǎn	多殄切	t e n /²	i n c t	statute, norm	w328b0703
t i e n ˩˥	denH	diàn	都甸切	d e n /³	i n c t	palace	w436a0104
t i e n ˩˥	tenH	diàn	都甸切	t e n /³	i n c t	rear (building, army unit)	w436a0104
t i e t	trit	zhì	丁結切	ʈ i t /⁴	i n c t	stop up (v.)	w525b0204
t i eu ˥˩	tew	diāo	都聊切	t e w /¹	i n c t	bird of prey	w207b0704
t i eu ˥˩	tew	diāo	都聊切	t e w /¹	i n c t	engrave, carve	w207b0707
t i eu ˥˩	tew	diāo	都聊切	t e w /¹	i n c t	wither (v.)	w207b0701
t i eu ˩˥	tek	diào	多嘯切	t e k /⁴	i n c t	arrive	w437b0703
t i eu ˩˥	tewH	diào	多嘯切	t e w /³	i n c t	grieved; condole	w437b0703
t i eu ˩˥	tewH	diào	多嘯切	t e w /³	i n c t	to angle	w437b0706
t i e ŋ ˥	tengX	dǐng	都挺切	t e ŋ /²	i n c t	cauldron	w344a0705
t i e ŋ ˥˩	teng	dīng	當經切	t e ŋ /¹	i n c t	4th heavenly stem	w232b0901
t i e ŋ ˥˩	teng	dīng	當經切	t e ŋ /¹	i n c t	nail (n.)	w232b0901
t i e ŋ ˩˥	dengH	dìng	丁定切	d e ŋ /³	i n c t	become fixed (v.i.)	w447b0307
t i e ŋ ˩˥	dengH	dìng	丁定切	d e ŋ /³	i n c t	make fixed, settle (v.t.)	w447b0307
ts i ei ˥	tsejH	jì	子禮切	ts e j /³	i n c t	cross a stream; rescue	w318b0903
ts i ei ˥	tsejH	jì	子禮切	ts e j /³	i n c t	stop	w318b0903
ts i ei ˥	tsejX	! jǐ / jì	子禮切	ts e j /²	i n c t	numerous	w318b0903
ts i ei ˥	tsejX	! jǐ / jì	子禮切	ts e j /²	i n c t	stately	w318b0903
ts i ei ˥˩	tsej	jī	<original_text>相<rewrite_text>祖</rewrite_text> </original_text>稽切	ts e j /¹	i n c t	ascend	w142a0307
ts i ei ˩˥	tsej	! jī / jì	子計切	ts e j /¹	i n c t	ascend	w416b0803
ts i ei ˩˥	tsejH	jì	子計切	ts e j /³	i n c t	cross a stream; rescue	w416b0804
ts i ei ˩˥	tsejH	jì	子計切	ts e j /³	i n c t	stop	w416b0804
ts i ei ˩˥	tsejX	! jǐ / jì	子計切	ts e j /²	i n c t	numerous	w416b0804
ts i ei ˩˥	tsejX	! jǐ / jì	子計切	ts e j /²	i n c t	stately	w416b0804
ts i e k	tsek	! jì / jī	則歷切	ts e k /⁴	i n c t	achieve; achievement	w538b0908
ts i e k	tsek	jī	則歷切	ts e k /⁴	i n c t	twist, spin	w538b0908
ts i e m ˩˥	tsemH	jiàn	子念切	ts e m /³	i n c t	err	w453b0904
ts i e n ˥˩	tshjenX	! qiǎn / jiān	則前切	tsʰ j e n /²	i m n c t	shallow	w202a0105
ts i e n ˩˥	tsenH	jiàn	作甸切	ts e n /³	i n c t	grass, fodder	w435b0604
ts i e t	bjuwk	! fú / jié	子結切	b j u kʷ /⁴	i m n c t	subdue; submit	w523b0208
ts i e t	tset	jié	子結切	ts e t /⁴	i n c t	joint of bamboo	w523b0101
ts i ˥˩	tsij	zī	即夷切	ts i j /¹	i n c t	Setaria italica	w122b0804
ts i ˥˩	tsij	zī	即夷切	ts i j /¹	i n c t	consult, plan	w122b0902
ts i ˥˩	tsij	zī	即夷切	ts i j /¹	i n c t	consult; plan (v.)	w122b0802
ts i ˥˩	tsij	zī	即夷切	ts i j /¹	i n c t	property, means of living	w122b0803
ts i ˥˩	tsij	zī	即夷切	ts i j /¹	i n c t	sacrificial grain	w122b0904
ts i ˩˥	tsijH	zì	資四切	ts i j /³	i n c t	unrestrained, license	w408b0203
ts u k	tsuwk	zú	作木切	ts u kʷ /⁴	i n c t	arrowhead	w503a1004
ts u o ŋ ˥˩	tsowng	zōng	作冬切	ts o ŋʷ /¹	i n c t	ancestral temple	w113a0806
ts u o ŋ ˩˥	tsowngH	! zòng / zōng	子宋切	ts o ŋʷ /³	i n c t	collect (v.)	w403b0601
ts u ŋ ˥˩	tsuwng	zōng	子紅切	ts u ŋʷ /¹	i n c t	pig a half or one year old	w112a0905
ts u ɑi ˩˥	tswajH	zuì	祖外切	ts w a j /³	i m n c t	collect; most	w422b0205
ts u ɑ n ˥	tswanX	zuǎn	作管切	ts w a n /²	i m n c t	silk band	w327b0107
ts u ɑ t	tshwat	! cuō / zuǒ	子括切	tsʰ w a t /⁴	i m n c t	pinch; a pinch	w520b0903
ts u ə n ˥˩	tswon	zūn	祖昆切	ts w o n /¹	i m n c t	honor (v.)	w155b0706
ts u ə n ˥˩	tswon	zūn	祖昆切	ts w o n /¹	i m n c t	wine-cup	w155b0706
ts u ə n ˥˩	tswon	zūn	祖昆切	ts w o n /¹	i m n c t	wine-cup	w155b0902
ts u ə t	tshwojH	! cuì / zú	臧沒切	tsʰ w o j /³	i m n c t	assistant	w518b0903
ts u ə t	tswit	zú	臧沒切	ts w i t /⁴	i m n c t	finish, die	w518b0902
ts u ə t	tswot	zú	臧沒切	ts w o t /⁴	i m n c t	soldier	w518b0902
ts u ˥	tsuX	zǔ	則古切	ts u /²	i n t	ancestor	w317b0701
ts u ˩˥	tsak	zuò	臧<original_text>𧙓<rewrite_text>祚</rewrite_text> </original_text>切	ts a k /⁴	i n c t	do, work	w416b0702
ts u ˩˥	tsuH	zuò	臧<original_text>𧙓<rewrite_text>祚</rewrite_text> </original_text>切	ts u /³	i n t	do, work	w416b0702
ts w i ˩˥	tswijH	zuì	將遂切	ts w i j /³	i m n c t	drunk (adj.)	w406b1001
ts ĭ a k	tsjak	! què / jué	即略切	ts j a k /⁴	i m n c t	sparrow	w529a0202
ts ĭ a k	tsjak	jué	即略切	ts j a k /⁴	i m n c t	nobility, rank	w529a0103
ts ĭ a ŋ ˥˩	tsjang	jiāng	即良切	ts j a ŋ /¹	i m n c t	bring	w223a0703
ts ĭ a ŋ ˥˩	tsjang	jiāng	即良切	ts j a ŋ /¹	i m n c t	drink (n.)	w223a0801
ts ĭ a ŋ ˥˩	tsjangH	! jiàng / jiāng	即良切	ts j a ŋ /³	i m n c t	lead (v.); leader	w223a0703
ts ĭ a ŋ ˩˥	tsjang	! jiāng / jiàng	<original_text>于<rewrite_text>子</rewrite_text> </original_text>亮切	ts j a ŋ /¹	i m n c t	bring	w444b0503
ts ĭ a ŋ ˩˥	tsjangH	jiàng	<original_text>于<rewrite_text>子</rewrite_text> </original_text>亮切	ts j a ŋ /³	i m n c t	lead (v.); leader	w444b0503
ts ĭ a ŋ ˩˥	tsjangH	jiàng	<original_text>于<rewrite_text>子</rewrite_text> </original_text>亮切	ts j a ŋ /³	i m n c t	sauce	w444b0405
ts ĭ a ˥˩	tsjæ	jiē	子邪切	ts j æ /¹	i m n t	sigh; alas!	w218a0602
ts ĭ a ˩˥	tsjek	! jiè / zé	子夜切	ts j e k /⁴	i m n c t	loan, borrow	w443a0303
ts ĭ a ˩˥	tsjæH	! jiè / zé	子夜切	ts j æ /³	i m n t	loan, borrow	w443a0303
ts ĭ e ˩˥	tsjek	jī	子智切	ts j e k /⁴	i m n c t	accumulate	w404b0703
ts ĭ o ˥˩	dzjoX	! jǔ / qiě	子魚切	dz j o /²	i m n t	stop, prevent	w132a0702
ts ĭ o ˥˩	tshjæX	qiě	子魚切	tsʰ j æ /²	i m n t	moreover	w132a0601
ts ĭ o ˥˩	tsjo	! jū / qiě	子魚切	ts j o /¹	i m n t	[final particle]	w132a0601
ts ĭ o ˩˥	dzjoX	! jǔ / jù	將預切	dz j o /²	i m n t	stop, prevent	w413a0204
ts ĭu ĕ n ˥˩	tswin	zūn	將倫切	ts w i n /¹	i m n c t	follow (a road)	w150b0107
ts ĭu ĕ t	tshwojH	! cuì / zú	子聿切	tsʰ w o j /³	i m n c t	taste (v.)	w514b0103
ts ĭu ĕ t	tswit	zú	子聿切	ts w i t /⁴	i m n c t	finish, die	w514a1008
ts ĭu ĕ t	tswot	zú	子聿切	ts w o t /⁴	i m n c t	soldier	w514a1008
ts ĭ u ˥˩	tsju	! jū / zōu	子于切	ts j u /¹	i m n t	娵觜 *tso-tse (name of constellation)	w136a0503
ts ĭ u ˩˥	tsjowk	! zú / zōu	子句切	ts j o kʷ /⁴	i m n c t	foot	w414a1007
ts ĭ u ˩˥	tsjowk	! zú / zōu	子句切	ts j o kʷ /⁴	i m n c t	sufficient	w414a1007
ts ĭw o k	tsjowk	zú	即玉切	ts j o kʷ /⁴	i m n c t	foot	w509a0401
ts ĭw o k	tsjowk	zú	即玉切	ts j o kʷ /⁴	i m n c t	sufficient	w509a0401
ts ĭw o ŋ ˥˩	tsjowngH	zòng	即容切	ts j o ŋʷ /³	i m n c t	let loose	w115a0307
ts ĭw o ŋ ˥˩	tsuwng	! zōng / zòng	即容切	ts u ŋʷ /¹	i n c t	pig a half or one year old	w115a0406
ts ĭw o ŋ ˩˥	tsjowngH	zòng	子用切	ts j o ŋʷ /³	i m n c t	let loose	w404a0302
ts ĭĕn ˥	dzinX	! jìn / jǐn	即忍切	dz i n /²	i n c t	exhaust (v.)	w322b0301
ts ĭ ĕ n ˥˩	tsin	jīn	將鄰切	ts i n /¹	i n c t	ford (n.)	w148b0402
ts ĭ ĕ n ˩˥	tsinH	jìn	即刃切	ts i n /³	i n c t	Jìn (place name)	w428a0602
ts ĭ ĕ n ˩˥	tsinH	jìn	即刃切	ts i n /³	i n c t	advance (v.)	w428a0802
ts ĭ ĕ t	tsit	! jí / cí	資悉切	ts i t /⁴	i n c t	masonry	w512b0702
ts ĭ ə k	tsik	! jì / jí	子力切	ts i k /⁴	i n c t	millet (Setaria italica)	w541a0701
ts ĭ ə k	tsik	jí	子力切	ts i k /⁴	i n c t	go to	w541a0602
ts ĭ ə k	tsik	jí	子力切	ts i k /⁴	i n c t	thereupon	w541a0602
ts ĭ ə k	tsit	jí	子力切	ts i t /⁴	i n c t	masonry	w541a0903
ts ĭ əu ˥	tsjuwX	jiǔ	子酉切	ts j u w /²	i m n c t	wine	w346b0901
ts ĭ əu ˥˩	dzjuw	qiú	即由切	dz j u w /¹	i m n c t	tree-grub	w238a0603
ts ĭ əu ˥˩	tsjuw	qiú	即由切	ts j u w /¹	i m n c t	collect, bring together	w238a0501
ts ĭ ə ŋ ˩˥	tsingH	zèng	子孕切	ts i ŋ /³	i n c t	boiler for steaming rice	w448a0205
ts ĭ ə ˥	tsiX	! zǐ / zi	即里切	ts i /²	i n t	1st earthly branch	w311a0904
ts ĭ ə ˥	tsiX	! zǐ / zi	即里切	ts i /²	i n t	Catalpa	w311b0201
ts ĭ ə ˥	tsiX	! zǐ / zi	即里切	ts i /²	i n t	child; gentleman, master	w311a0904
ts ĭ ə ˥˩	tsi	zī	子之切	ts i /¹	i n t	abundant	w128a0403
ts ĭ ɛi ˩˥	tsjejH	jì	子例切	ts j e j /³	i m n c t	connection	w419a0202
ts ĭ ɛi ˩˥	tsjejH	jì	子例切	ts j e j /³	i m n c t	de-husked grains of Panicum m., nin-glutinous.	w419a0203
ts ĭ ɛi ˩˥	tsjejH	jì	子例切	ts j e j /³	i m n c t	sacrifice	w419a0201
ts ĭ ɛ k	tsjek	! jiè / jī	資昔切	ts j e k /⁴	i m n c t	loan, borrow	w535b0702
ts ĭ ɛ k	tsjek	! jì / jī	資昔切	ts j e k /⁴	i m n c t	footprint, traces	w535b0703
ts ĭ ɛ k	tsjek	! jì / jī	資昔切	ts j e k /⁴	i m n c t	footprint, traces	w535b0704
ts ĭ ɛ k	tsjek	! jì / jī	資昔切	ts j e k /⁴	i m n c t	footprint, traces	w535b0705
ts ĭ ɛ k	tsjek	! jì / jī	資昔切	ts j e k /⁴	i m n c t	footprint, traces	w535b0903
ts ĭ ɛ k	tsjek	! jǐ / jī	資昔切	ts j e k /⁴	i m n c t	spine, backbone	w535b0607
ts ĭ ɛ k	tsjek	jī	資昔切	ts j e k /⁴	i m n c t	accumulate	w535b0606
ts ĭ ɛ k	tsjæH	! jiè / jī	資昔切	ts j æ /³	i m n t	loan, borrow	w535b0702
ts ĭ ɛ m ˥˩	dzjemX	! jiàn / jiān	子廉切	dz j e m /²	i m n c t	gradually; advance	w249a0703
ts ĭ ɛ m ˥˩	tsjem	jiān	子廉切	ts j e m /¹	i m n c t	extinguish	w249a0705
ts ĭ ɛ m ˥˩	tsjem	jiān	子廉切	ts j e m /¹	i m n c t	moisten	w249a0703
ts ĭ ɛ n ˥	dzjenX	! jiàn / jiǎn	即淺切	dz j e n /²	i m n c t	shallow	w330b0306
ts ĭ ɛ n ˥	tsjenX	jiǎn	即淺切	ts j e n /²	i m n c t	cut (v.)	w330b0204
ts ĭ ɛ n ˩˥	tsjenH	jiàn	子賤切	ts j e n /³	i m n c t	arrow	w436b0204
ts ĭ ɛ p	tsjep	! jié / jiē	即葉切	ts j e p /⁴	i m n c t	eyelashes	w546b0602
ts ĭ ɛ p	tsjep	! jí / jiē	即葉切	ts j e p /⁴	i m n c t	oar	w546b0604
ts ĭ ɛ p	tsjep	jiē	即葉切	ts j e p /⁴	i m n c t	connect with	w546b0506
ts ĭ ɛ p	tsjep	jiē	即葉切	ts j e p /⁴	i m n c t	peg, tenon	w546b0601
ts ĭ ɛu ˥˩	dzjewH	! jiào / jiāo	即消切	dz j e w /³	i m n c t	chew	w209b0202
ts ĭ ɛu ˥˩	tsew	jiāo	即消切	ts e w /¹	i n c t	pepper plant	w209b0105
ts ĭ ɛu ˥˩	tsjew	jiāo	即消切	ts j e w /¹	i m n c t	pepper plant	w209b0105
ts ĭ ɛ ŋ ˥	tsjengX	jǐng	子郢切	ts j e ŋ /²	i m n c t	a well	w343b0904
ts ĭ ɛ ŋ ˥˩	dzyeX	! shì / jīng	子盈切	dʑ e /²	i n t	clan	w230b0502
ts ĭ ɛ ŋ ˥˩	tsjeng	jīng	子盈切	ts j e ŋ /¹	i m n c t	bright, limpid	w230b0601
ts ĭ ɛ ŋ ˥˩	tsjeng	jīng	子盈切	ts j e ŋ /¹	i m n c t	fine rice; pure	w230b0501
ts ĭ ɛ ŋ ˩˥	tsjeng	jīng	子姓切	ts j e ŋ /¹	i m n c t	fine rice; pure	w447a0804
ts ɑ k	dzak	! záo / zuò	則落切	dz a k /⁴	i n c t	chisel	w530b0501
ts ɑ k	tsak	zuò	則落切	ts a k /⁴	i n c t	do, work	w530b0306
ts ɑ k	tsuH	zuò	則落切	ts u /³	i n t	do, work	w530b0306
ts ɑu ˥	tsawX	zǎo	子晧切	ts a w /²	i n c t	bleach; wash	w335b0901
ts ɑu ˥	tsawX	zǎo	子晧切	ts a w /²	i n c t	early	w335b0605
ts ɑu ˥	tsawX	zǎo	子晧切	ts a w /²	i n c t	jujube	w335b0802
ts ɑu ˥	tsawX	zǎo	子晧切	ts a w /²	i n c t	kind of water plant	w335b0607
ts ɑu ˥	tsawX	zǎo	子晧切	ts a w /²	i n c t	wash (v.)	w335b0606
ts ɑu ˥˩	tsaw	zāo	作曹切	ts a w /¹	i n c t	dregs	w214a1001
ts ɑu ˥˩	tsaw	zāo	作曹切	ts a w /¹	i n c t	encounter (v.)	w214a1004
ts ɑu ˩˥	tsawH	zào	則到切	ts a w /³	i n c t	cooking-place, stove	w440b1001
ts ɑ ŋ ˥˩	tsang	zāng	則郎切	ts a ŋ /¹	i n c t	good	w227a0203
ts ɑ ŋ ˥˩	tsang	zāng	則郎切	ts a ŋ /¹	i n c t	stolen goods	w227a0302
ts ɑ ŋ ˩˥	tsangH	zàng	則浪切	ts a ŋ /³	i n c t	bury	w445a0904
ts ɑ ˥	tsaH	zuǒ	臧可切	ts a /³	i n t	assist	w337a0401
ts ɑ ˥	tsaX	zuǒ	臧可切	ts a /²	i n t	assist	w337a0401
ts ɑ ˥	tsaX	zuǒ	臧可切	ts a /²	i n t	left (side)	w337a0401
ts ɑ ˩˥	tsaH	zuǒ	則箇切	ts a /³	i n t	aid, assist	w441a0704
ts ɑ ˩˥	tsaH	zuǒ	則箇切	ts a /³	i n t	assist	w441a0705
ts ɑ ˩˥	tsaX	zuǒ	則箇切	ts a /²	i n t	assist	w441a0705
ts ɑ ˩˥	tsaX	zuǒ	則箇切	ts a /²	i n t	left (side)	w441a0705
ts ɑ ˩˥	tsak	! zuò / zuǒ	則箇切	ts a k /⁴	i n c t	do, work	w441a0801
ts ɑ ˩˥	tsuH	! zuò / zuǒ	則箇切	ts u /³	i n t	do, work	w441a0801
ts ɒi ˥	dzojH	! zài / zǎi	作亥切	dz o j /³	i n c t	load (v.); transport (v.)	w321b0104
ts ɒi ˥	tsojH	! zài / zǎi	作亥切	ts o j /³	i n c t	load (v.)	w321b0104
ts ɒi ˥	tsojH	! zài / zǎi	作亥切	ts o j /³	i n c t	record (v.)	w321b0104
ts ɒi ˥	tsojX	zǎi	作亥切	ts o j /²	i n c t	year	w321b0104
ts ɒi ˥˩	tsoj	zāi	祖才切	ts o j /¹	i n c t	(particle)	w146b0507
ts ɒi ˥˩	tsoj	zāi	祖才切	ts o j /¹	i n c t	begin	w146b0507
ts ɒi ˥˩	tsoj	zāi	祖才切	ts o j /¹	i n c t	calamity	w146b0502
ts ɒi ˥˩	tsoj	zāi	祖才切	ts o j /¹	i n c t	calamity	w146b0503
ts ɒi ˥˩	tsoj	zāi	祖才切	ts o j /¹	i n c t	calamity	w146b0504
ts ɒi ˥˩	tsoj	zāi	祖才切	ts o j /¹	i n c t	hurt, damage (v.)	w146b0602
ts ɒi ˥˩	tsoj	zāi	祖才切	ts o j /¹	i n c t	plant (v.)	w146b0506
ts ɒi ˩˥	dzojH	zài	作代切	dz o j /³	i n c t	load (v.); transport (v.)	w426a1002
ts ɒi ˩˥	tsojH	zài	作代切	ts o j /³	i n c t	load (v.)	w426a1002
ts ɒi ˩˥	tsojH	zài	作代切	ts o j /³	i n c t	record (v.)	w426a1002
ts ɒi ˩˥	tsojH	zài	作代切	ts o j /³	i n c t	twice; a second time	w426b0101
ts ɒi ˩˥	tsojX	! zǎi / zài	作代切	ts o j /²	i n c t	year	w426a1002
ts ɒ m ˥˩	tsom	zān	作含切	ts o m /¹	i n c t	hairpin	w246b0704
ts ɒ m ˥˩	tsrim	zān	作含切	ʈʂ i m /¹	i n c t	hairpin	w246b0704
ts ɒ p	tsop	! zǎn / zā	子荅切	ts o p /⁴	i n c t	sting and suck (mosquito)	w545a0903
ts ə k	tsok	zé	子德切	ts o k /⁴	i n c t	rule, pattern	w542a0401
ts ə k	tsok	zé	子德切	ts o k /⁴	i n c t	then	w542a0401
ts əu ˥	tsuwX	zǒu	子苟切	ts u w /²	i n c t	run	w348a0505
ts əu ˩˥	tsuwH	zòu	則候切	ts u w /³	i n c t	bring forward; perform (music)	w451a0206
ts əu ˩˥	tsuwX	! zǒu / zòu	則候切	ts u w /²	i n c t	run	w451a0207
ts ə ŋ ˥˩	tsong	zēng	作滕切	ts o ŋ /¹	i n c t	hate	w236a0401
tsʰ i ei ˥	tshjeX	cǐ	千禮切	tsʰ j e /²	i m n t	clear (adj.)	w319a0705
tsʰ i ei ˥˩	tshej	qī	七稽切	tsʰ e j /¹	i n c t	ample, rich, luxuriant	w140a0503
tsʰ i ei ˥˩	tshej	qī	七稽切	tsʰ e j /¹	i n c t	consort, wife	w140a0502
tsʰ i ei ˥˩	tshejH	! qì / qī	七稽切	tsʰ e j /³	i n c t	give as wife	w140a0502
tsʰ i ei ˩˥	tshej	! qī / qì	七計切	tsʰ e j /¹	i n c t	consort, wife	w417b0402
tsʰ i ei ˩˥	tshejH	qì	七計切	tsʰ e j /³	i n c t	give as wife	w417b0402
tsʰ i ei ˩˥	tshet	! qiè / qì	七計切	tsʰ e t /⁴	i n c t	cut; urgent	w417b0305
tsʰ i e k	tshek	qī	倉歷切	tsʰ e k /⁴	i n c t	(in 'toad')	w539a1004
tsʰ i e k	tshek	qī	倉歷切	tsʰ e k /⁴	i n c t	anxiously thoughtful	w539b0101
tsʰ i e k	tshek	qī	倉歷切	tsʰ e k /⁴	i n c t	axe	w539b0104
tsʰ i e k	tshek	qī	倉歷切	tsʰ e k /⁴	i n c t	kind of battle axe	w539a1004
tsʰ i e k	tshek	qī	倉歷切	tsʰ e k /⁴	i n c t	relatives	w539a1004
tsʰ i e k	tshek	qī	倉歷切	tsʰ e k /⁴	i n c t	worried; sad; depressed	w539a1004
tsʰ i e n ˥˩	tshen	qiān	蒼先切	tsʰ e n /¹	i n c t	thousand	w201b0806
tsʰ i e t	tshet	qiè	千結切	tsʰ e t /⁴	i n c t	cut; urgent	w523a0703
tsʰ i e t	tshet	qiè	千結切	tsʰ e t /⁴	i n c t	steal	w523a0706
tsʰ i ˩˥	tshijH	cì	七四切	tsʰ i j /³	i n c t	lodge (v.)	w408b0301
tsʰ i ˩˥	tshijH	cì	七四切	tsʰ i j /³	i n c t	put in order; second	w408b0301
tsʰ u ɑ n ˩˥	tshwanH	cuàn	七亂切	tsʰ w a n /³	i m n c t	hide; flee	w433a0605
tsʰ u ɑ t	tshwat	cuō	倉括切	tsʰ w a t /⁴	i m n c t	pinch; a pinch	w521a0404
tsʰ u ɑ ˩˥	tsha	cuō	七過切	tsʰ a /¹	i n t	file, polish (v.)	w442a0307
tsʰ u ɑ ˩˥	tshwaH	cuò	麤臥切	tsʰ w a /³	i m n t	cut	w441b0701
tsʰ u ɒi ˥˩	dzwoj	cuī	倉回切	dz w o j /¹	i m n c t	high, rocky	w145a0705
tsʰ u ɒi ˥˩	tshwoj	cuī	倉回切	tsʰ w o j /¹	i m n c t	mourning clothes	w145a0802
tsʰ u ɒi ˥˩	tshwoj	cuī	倉回切	tsʰ w o j /¹	i m n c t	urge, repress	w145a0801
tsʰ u ɒi ˩˥	tshwojH	cuì	<original_text>士<rewrite_text>七</rewrite_text> </original_text>内切	tsʰ w o j /³	i m n c t	assistant	w425b0504
tsʰ u ɒi ˩˥	tshwojH	cuì	<original_text>士<rewrite_text>七</rewrite_text> </original_text>内切	tsʰ w o j /³	i m n c t	burn	w425b0506
tsʰ u ɒi ˩˥	tshwojH	cuì	<original_text>士<rewrite_text>七</rewrite_text> </original_text>内切	tsʰ w o j /³	i m n c t	dip into a fluid	w425b0505
tsʰ u ɒi ˩˥	tshwojH	cuì	<original_text>士<rewrite_text>七</rewrite_text> </original_text>内切	tsʰ w o j /³	i m n c t	taste (v.)	w425b0602
tsʰ u ə n ˥	tshwonX	cǔn	倉本切	tsʰ w o n /²	i m n c t	cut, chop	w325b0402
tsʰ u ə n ˥	tshwonX	cǔn	倉本切	tsʰ w o n /²	i m n c t	measure, consider	w325b0307
tsʰ u ə n ˩˥	tshwonH	cùn	倉困切	tsʰ w o n /³	i m n c t	thumb; inch	w431a1001
tsʰ u ə t	tswit	! zú / cù	倉沒切	ts w i t /⁴	i m n c t	finish, die	w518b0405
tsʰ u ə t	tswot	! zú / cù	倉沒切	ts w o t /⁴	i m n c t	soldier	w518b0405
tsʰ u ˩˥	tshak	cuò	倉故切	tsʰ a k /⁴	i n c t	slanting	w416a1003
tsʰ u ˩˥	tshuH	cuò	倉故切	tsʰ u /³	i n t	place (v.)	w416a1001
tsʰ w æi ˩˥	tshwojH	cuì	倉夬切	tsʰ w o j /³	i m n c t	taste (v.)	w425a0402
tsʰ ĭ a k	sjek	! xì / què	七雀切	s j e k /⁴	i m n c t	slipper, shoe	w529a0404
tsʰ ĭ a k	tshjak	! xì / què	七雀切	tsʰ j a k /⁴	i m n c t	slipper, shoe	w529a0404
tsʰ ĭ a k	tshjak	què	七雀切	tsʰ j a k /⁴	i m n c t	magpie	w529a0403
tsʰ ĭ a ˥	tshjæX	qiě	七也切	tsʰ j æ /²	i m n t	moreover	w338b0901
tsʰ ĭ a ˥	tsjo	! jū / qiě	七也切	ts j o /¹	i m n t	[final particle]	w338b0901
tsʰ ĭ e ˥	tshjeX	cǐ	雌氏切	tsʰ j e /²	i m n t	clear (adj.)	w306b0101
tsʰ ĭ e ˥	tshjeX	cǐ	雌氏切	tsʰ j e /²	i m n t	this	w306a1002
tsʰ ĭ e ˩˥	tshjeH	cì	七賜切	tsʰ j e /³	i m n t	sharp point, thorn	w405a0603
tsʰ ĭ e ˩˥	tshjeH	cì	七賜切	tsʰ j e /³	i m n t	sharp point, thorn; pierce	w405a0703
tsʰ ĭ e ˩˥	tshjek	cì	七賜切	tsʰ j e k /⁴	i m n c t	pierce, stab	w405a0603
tsʰ ĭ o ˥˩	dzjoX	! jǔ / jū	七余切	dz j o /²	i m n t	stop, prevent	w130b0905
tsʰ ĭ o ˥˩	tshjo	! qū / jū	七余切	tsʰ j o /¹	i m n t	rock covered with earth	w130b0807
tsʰ ĭ o ˥˩	tshjo	jū	七余切	tsʰ j o /¹	i m n t	rock covered with earth	w130b0901
tsʰ ĭ u ˥	tshjuH	! qù / qǔ	七庾切	tsʰ j u /³	i m n t	take (a wife)	w316b0201
